year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1982,97,,5.2,51, ,0,0,0,0,0,0,0
1982,84,,3.9,348, ,0,0,1,0,0,0,0
1982,98,4300000,5.5,662, ,1,0,0,1,0,0,0
1982,93,,5.9,28, ,0,0,0,1,0,0,0
1982,94,,5.6,37, ,0,0,0,0,0,0,0
1982,117,,5.5,24, ,0,0,0,1,0,0,0
1982,105,,7.5,131, ,0,0,0,1,0,0,0
1982,105,,6.4,23, ,0,0,0,1,0,0,0
1982,109,850000,6.9,607, ,0,0,0,1,0,0,0
1982,105,,7.6,5, ,0,0,0,1,0,0,0
1982,76,,3.8,8, ,0,0,1,0,0,0,0
1982,129,20000000,6.5,13624, ,1,0,0,0,0,0,0
1982,18,,5.3,6, ,0,0,0,0,0,0,1
1982,99,,4.2,63, ,0,0,0,1,0,0,0
1982,100,,2.4,11, ,0,0,0,0,0,0,0
1982,102,,6.7,49, ,0,0,0,1,0,0,0
1982,86,,3.9,15, ,0,0,0,0,0,0,0
1982,120,8000000,6,3687, ,0,0,1,0,0,0,0
1982,83,,4.1,11, ,0,0,0,0,0,0,0
1982,99,,5.1,26, ,1,0,0,0,0,0,0
1982,91,,1.8,60, ,0,0,0,0,0,0,0
1982,58,,6.4,7, ,0,0,0,0,1,0,0
1982,90,,7,21, ,0,0,0,0,0,0,0
1982,50,,8,19, ,0,0,0,0,0,0,0
1982,91,,6.4,5, ,0,0,1,0,0,0,0
1982,93,15000000,6.9,6531, ,0,0,0,0,0,0,0
1982,94,,4.7,11, ,0,0,0,1,0,0,0
1982,90,,4.7,13, ,1,0,0,1,0,0,0
1982,84,,6.5,3983, ,0,0,1,0,0,0,0
1982,30,,5.5,12, ,0,0,1,0,0,0,1
1982,87,,3.1,106, ,0,0,0,0,0,0,0
1982,92,,3.8,26, ,0,0,0,0,0,0,0
1982,105,,2,7, ,0,0,0,0,0,0,0
1982,100,,6.3,8, ,0,0,0,1,0,0,0
1982,87,,3.9,114, ,0,0,0,0,0,0,0
1982,95,,4.8,998, ,1,0,0,1,0,0,0
1982,116,,6.9,1813, ,0,0,1,0,0,0,0
1982,83,,4.6,52, ,0,0,1,0,0,1,0
1982,62,,5.3,6, ,0,0,0,0,1,0,0
1982,86,,3.1,16, ,0,0,1,0,0,0,0
1982,110,5000000,7.2,3250, ,0,0,1,1,0,0,0
1982,99,,8,6, ,0,0,0,1,0,0,0
1982,80,,4.4,5, ,0,0,0,0,0,0,0
1982,93,,3.9,30, ,0,0,0,0,0,0,0
1982,137,,6.9,9, ,0,0,0,1,0,0,0
1982,110,,6.8,16, ,0,0,0,0,0,0,0
1982,108,,5.9,57, ,0,0,0,1,0,0,0
1982,82,,2.2,154, ,0,0,0,0,0,0,0
1982,94,,4.6,30, ,0,0,0,1,0,0,0
1982,88,,2.2,27, ,0,0,0,0,0,0,0
1982,103,,6.9,1249, ,0,0,1,1,0,0,0
1982,95,,6,7, ,0,0,0,1,0,0,0
1982,95,,3.9,11, ,0,0,0,0,0,0,0
1982,92,,1.8,8, ,0,0,0,0,0,0,0
1982,106,,6.4,25, ,0,0,0,1,0,0,0
1982,120,10500000,7.8,44175, PG,0,0,0,1,0,0,0
1982,92,,6.1,34, ,0,0,0,0,0,0,0
1982,87,350000,6.4,1351, ,0,0,1,0,0,0,0
1982,78,,6.5,35, ,0,0,0,0,1,0,0
1982,95,,6.1,81, ,0,0,1,0,0,0,0
1982,85,,5,38, ,0,0,1,0,0,0,0
1982,81,,3.5,11, ,0,0,0,0,0,0,0
1982,105,,3.9,8, ,0,0,0,1,0,0,0
1982,97,,5.8,177, ,0,0,0,0,0,0,0
1982,92,,7.7,9, ,0,0,0,1,0,0,0
1982,90,,5.1,34, ,0,0,0,1,0,0,0
1982,96,,5.8,91, ,0,0,0,1,0,0,0
1982,86,,1.3,6, ,0,0,0,0,0,0,0
1982,90,,2.1,12, ,0,0,1,0,0,0,0
1982,117,,6.6,1079, ,0,0,0,1,0,0,0
1982,9,,6.9,52, ,0,0,0,0,0,0,1
1982,96,,4.6,29, ,1,0,1,1,0,0,0
1982,88,,5.5,46, ,0,0,0,0,0,0,0
1982,312,,8.2,4359, ,0,0,0,1,0,0,0
1982,102,,5.5,28, ,0,0,0,1,0,0,0
1982,90,4500000,7.1,10361, ,0,0,1,0,0,0,0
1982,92,,6.7,19, ,0,0,0,1,0,0,0
1982,90,,4.9,45, ,1,0,1,0,0,0,0
1982,84,,7.5,13, ,0,0,0,0,0,1,0
1982,85,,2.7,6, ,0,0,1,0,0,0,0
1982,94,,4,11, ,0,0,0,1,0,0,0
1982,100,,7.2,13, ,0,0,0,0,0,0,0
1982,136,21000000,5.5,3401, ,1,0,0,0,0,0,0
1982,97,14000000,6.8,11956, ,1,0,0,1,0,0,0
1982,5,,7.4,61, ,0,1,1,0,0,0,1
1982,158,,7.7,2202, ,0,0,0,1,0,0,0
1982,96,,5.8,215, ,0,0,0,1,0,0,0
1982,152,,7.1,7, ,0,0,0,1,0,0,0
1982,96,,7.6,580, ,0,1,0,1,0,0,0
1982,77,,4.4,110, ,0,0,0,0,0,0,0
1982,90,,4.6,192, ,1,0,0,0,0,0,0
1982,89,,4.8,40, ,0,0,0,1,0,0,0
1982,79,,5.1,6, ,0,0,0,0,0,0,0
1982,140,,7.2,1094, ,0,0,0,1,0,0,0
1982,102,,5.8,13, ,0,0,0,1,0,0,0
1982,91,4000000,4.3,3239, ,0,0,0,0,0,0,0
1982,95,,2.9,68, ,0,0,0,0,0,0,0
1982,96,,5.4,21, ,1,0,0,0,0,0,0
1982,97,,5.3,10, ,0,0,0,1,0,0,0
1982,100,,5.7,23, ,1,0,0,1,0,0,0
1982,101,,6,21, ,0,0,0,0,1,0,0
1982,188,22000000,8,15879, ,0,0,0,1,0,0,0
1982,99,,5.2,372, ,0,0,1,0,0,0,0
1982,108,,2.4,5, ,0,0,0,1,0,0,0
1982,100,,4.3,27, ,0,0,1,0,0,0,0
1982,88,,5,5, ,0,0,1,0,0,0,0
1982,88,,6.1,6, ,0,0,1,0,0,0,0
1982,102,,5.3,9, ,0,0,0,0,0,0,0
1982,92,,6.7,5, ,0,0,0,1,0,0,0
1982,115,,4.8,100, ,0,0,1,0,0,0,0
1982,130,,5.6,80, ,0,0,0,0,0,0,0
1982,115,,3.4,5728, ,0,0,1,1,0,1,0
1982,110,,7.4,369, ,0,0,0,0,0,0,0
1982,105,,8.5,11, ,0,0,0,0,1,0,0
1982,131,,5.8,13, ,0,0,0,1,0,0,0
1982,115,,6.6,32, ,0,0,0,1,0,0,0
1982,37,,8.4,34, ,0,0,0,0,1,0,1
1982,22,,7.5,12, ,0,0,0,0,0,0,1
1982,96,2500000,3.6,4020, ,0,0,0,0,0,0,0
1982,97,,6.1,350, ,0,0,0,0,0,0,0
1982,17,,6.3,7, ,0,0,0,1,0,0,1
1982,90,,5.7,5, ,0,0,0,1,0,0,0
1982,86,,6.2,30, ,0,0,0,1,0,0,0
1982,110,,4.9,292, ,0,0,1,0,0,0,0
1982,105,4000000,5.9,7, ,0,0,0,1,0,0,0
1982,107,,6.5,56, ,0,0,0,1,0,0,0
1982,105,,4.7,146, ,0,0,1,0,0,0,0
1982,88,,4.3,13, ,0,0,0,0,0,0,0
1982,91,,5.5,64, ,0,0,0,1,0,0,0
1982,94,,3.7,29, ,0,1,0,0,0,0,0
1982,92,,2.6,5, ,0,0,0,0,0,0,0
1982,76,,5.3,67, ,0,1,1,1,0,0,0
1982,143,,5.7,26, ,0,0,0,1,0,0,0
1982,124,,9.9,26, ,0,0,0,1,0,0,0
1982,98,,7.3,14, ,1,0,0,1,0,0,0
1982,106,,8.7,9, ,0,0,1,0,0,0,0
1982,90,,2.6,72, ,0,0,1,0,0,0,0
1982,88,50000,2.1,21, ,0,0,0,0,0,0,0
1982,122,,6.1,784, ,0,0,1,1,0,0,0
1982,93,4700000,4.8,13, ,0,0,0,1,0,0,0
1982,88,,3.6,97, ,0,0,0,0,0,0,0
1982,97,,3,119, ,0,0,0,0,0,0,0
1982,89,,7.9,83, ,1,0,0,0,0,0,0
1982,115,,7.1,7, ,0,0,0,0,0,0,0
1982,108,,5.6,161, ,0,0,1,1,0,0,0
1982,105,,5.7,17, ,0,0,1,0,0,0,0
1982,107,,6.3,93, ,0,0,0,1,0,0,0
1982,111,,5.5,226, ,0,0,0,0,0,0,0
1982,98,,6.1,15, ,0,0,1,1,0,0,0
1982,128,,7.4,175, ,0,0,0,1,0,0,0
1982,103,,6,251, ,0,0,0,1,0,0,0
1982,26,,7.2,21, ,0,0,0,0,1,0,1
1982,95,,5.1,57, ,1,0,0,1,0,1,0
1982,100,,8,5, ,0,0,0,1,0,1,0
1982,34,,7.5,23, ,0,0,0,1,0,0,1
1982,90,,4.7,10, ,0,0,1,0,0,0,0
1982,20,,5.2,6, ,0,0,0,0,0,0,1
1982,96,,6,22, ,0,0,0,1,0,0,0
1982,81,,7.8,5, ,1,0,0,0,0,0,0
1982,18,,8.4,33, ,0,0,0,0,0,0,1
1982,95,,5.4,27, ,1,0,0,1,0,0,0
1982,79,,4.8,5, ,0,0,0,1,0,0,0
1982,80,,5.6,6, ,0,0,0,1,0,0,0
1982,93,,6.4,26, ,0,0,0,1,0,0,0
1982,74,,2.2,9, ,0,0,0,0,0,0,0
1982,103,,6.4,49, ,0,0,0,0,0,0,0
1982,109,,6.8,46, ,0,0,0,0,0,0,0
1982,104,,7,7, ,0,0,0,0,0,0,0
1982,82,,3.9,22, ,0,0,0,0,0,0,0
1982,80,5000000,5.5,240, ,0,0,1,0,1,0,0
1982,94,,5.3,30, ,0,0,0,1,0,0,0
1982,82,,7.9,16, ,0,0,0,0,0,0,0
1982,35,,5.6,18, ,0,0,0,0,0,0,1
1982,87,,5.3,173, ,0,0,1,0,0,0,0
1982,103,,4.1,160, ,0,0,1,0,0,0,0
1982,114,,5.6,13, ,0,0,0,1,0,0,0
1982,80,,6.4,12, ,0,0,0,0,1,0,0
1982,106,,6.2,12, ,0,0,0,1,0,0,0
1982,100,,4.5,22, ,1,0,0,1,0,0,0
1982,100,,5.2,16, ,0,0,0,1,0,0,0
1982,90,,5.8,6, ,0,0,1,0,0,0,0
1982,109,,7.2,37, ,0,0,0,0,0,0,0
1982,106,,5.6,78, ,0,0,0,0,0,0,0
1982,79,,7.3,5, ,0,0,1,0,0,0,0
1982,99,,7.1,8, ,0,0,0,0,0,0,0
1982,70,,5.9,29, ,0,0,0,0,0,0,0
1982,138,,8.2,33, ,0,0,0,1,0,0,0
1982,81,,4.1,9, ,0,0,0,1,0,0,0
1982,90,,6.5,88, ,0,0,0,0,1,0,0
1982,101,,5.6,302, ,0,0,1,0,0,0,0
1982,97,,4.7,10, ,0,0,0,1,0,0,0
1982,97,,5,13, ,0,0,0,0,0,0,0
1982,119,,8,8, ,0,0,0,1,0,0,0
1982,111,,5,7, ,0,0,0,1,0,0,0
1982,92,,8.4,34, ,0,0,0,0,0,0,0
1982,139,,6.4,11, ,0,0,0,1,0,0,0
1982,135,,3.8,17, ,0,0,0,1,0,0,0
1982,120,,7,16, ,0,0,0,0,1,0,0
1982,29,,8.5,20, ,0,1,0,0,0,0,1
1982,79,,3.6,9, ,1,0,0,1,0,0,0
1982,80,,7.7,17, ,0,0,0,0,0,0,0
1982,90,,8.8,5, ,0,0,0,1,0,0,0
1982,100,,6.7,442, ,0,0,1,0,0,0,0
1982,90,,9.1,14, ,0,0,0,0,1,0,0
1982,92,,5.3,1033, ,0,0,1,1,0,0,0
1982,87,2000000,3.9,111, ,0,0,0,0,0,0,0
1982,92,,6.8,3221, ,0,1,0,0,0,0,0
1982,153,,8.2,16, ,0,0,0,1,0,0,0
1982,90,,1.7,7, ,0,0,1,0,0,0,0
1982,82,,2.5,15, ,0,0,1,0,0,0,0
1982,95,,5.7,93, ,0,0,0,0,1,0,0
1982,85,,9.3,6, ,0,1,0,0,0,0,0
1982,92,,3.8,6, ,0,0,0,0,0,0,0
1982,91,,5.9,7, ,0,0,0,1,0,0,0
1982,83,,6.5,6, ,0,0,1,0,0,0,0
1982,118,,5.5,1037, ,0,0,0,0,0,0,0
1982,80,,4.4,13, ,0,0,0,0,0,0,0
1982,88,,4.8,9, ,0,0,0,0,0,0,0
1982,95,,4.5,78, ,0,0,1,0,0,1,0
1982,106,,7.1,64, ,0,0,0,0,0,1,0
1982,95,,7.6,161, ,1,0,1,0,0,0,0
1982,105,17000000,3.6,83, ,0,0,1,0,0,0,0
1982,86,,9.1,7, ,0,0,1,0,0,0,0
1982,105,,5.8,5, ,0,0,0,0,0,0,0
1982,96,,5.1,57, ,0,0,0,1,0,0,0
1982,90,,3.9,36, ,0,0,0,1,0,0,0
1982,82,,5.8,84, ,0,0,0,1,0,0,0
1982,85,,5.4,12, ,0,0,0,0,0,0,0
1982,123,,7.8,20, ,0,0,0,0,0,0,0
1982,102,,7.7,15, ,0,0,0,0,0,0,0
1982,85,,5.9,43, ,0,0,1,0,0,0,0
1982,88,,3.9,207, ,0,0,0,0,0,0,0
1982,82,,7.8,5, ,0,1,0,0,0,0,0
1982,16,,8.8,16, ,0,0,0,0,0,0,1
1982,90,,4.2,260, ,1,0,1,0,0,0,0
1982,113,,6.1,361, ,0,0,0,1,0,0,0
1982,120,,6.9,7, ,0,0,0,0,0,0,0
1982,55,,9.5,6, ,0,0,0,0,0,0,0
1982,91,,5.2,6, ,0,0,0,1,1,0,0
1982,110,,1.8,7, ,0,0,0,1,0,1,0
1982,102,,6.8,1277, ,0,0,0,1,0,1,0
1982,89,300000,4,196, ,0,0,0,0,0,0,0
1982,105,,5.9,11, ,0,0,0,0,0,0,0
1982,92,,8.4,1388, ,0,0,1,0,0,0,0
1982,120,,9.2,6, ,0,0,0,0,0,0,0
1982,72,,4.9,12, ,0,0,0,1,0,0,0
1982,99,20000000,2.7,562, ,1,0,0,0,0,0,0
1982,84,,7.8,16, ,0,0,0,0,0,0,0
1982,95,,6,74, ,0,0,0,1,0,0,0
1982,76,,6.4,13, ,0,0,0,0,0,0,0
1982,85,,5.9,23, ,0,0,0,1,0,0,0
1982,86,,6.7,10, ,0,0,0,1,0,0,0
1982,88,,6.3,2101, ,0,0,1,0,0,1,0
1982,86,,6.2,7, ,0,1,0,0,0,0,0
1982,123,,8.3,56, ,0,0,0,1,0,0,0
1982,132,,6.2,63, ,0,0,0,1,0,0,0
1982,97,,7.1,10, ,0,0,0,0,0,0,0
1982,122,,7.6,1786, ,0,0,0,1,0,0,0
1982,90,,6.1,416, ,0,0,1,0,0,0,0
1982,95,,7,12, ,0,0,0,1,0,0,0
1982,103,,7.2,5, ,0,0,0,1,0,0,0
1982,89,,6.6,13, ,0,0,1,0,0,0,0
1982,88,,2.9,13, ,0,0,0,0,0,0,0
1982,99,,6.2,32, ,0,0,0,1,0,0,0
1982,121,,4.4,202, ,0,0,0,1,0,0,0
1982,77,,7.5,2158, ,0,0,1,0,0,0,0
1982,97,,7.5,277, ,0,0,0,1,0,0,0
1982,105,,4.3,14, ,0,0,0,1,0,0,0
1982,85,,5.6,192, ,0,0,0,0,0,0,0
1982,101,,5,154, ,0,0,0,0,0,0,0
1982,14,,8.2,114, ,0,1,0,0,0,0,1
1982,106,,6.1,12, ,0,0,0,0,0,0,0
1982,79,,4.9,71, ,0,0,0,0,0,0,0
1982,92,,7.3,1775, ,0,0,1,0,0,0,0
1982,80,,4.3,17, ,0,0,0,0,0,0,0
1982,102,,6.2,35, ,0,0,0,0,0,0,0
1982,25,,7.4,9, ,0,0,0,1,0,0,1
1982,92,,2.7,34, ,0,0,0,1,0,0,0
1982,93,,2.6,10, ,0,0,0,0,0,0,0
1982,88,,4.2,135, ,0,0,1,1,0,0,0
1982,99,,4,58, ,0,0,0,0,0,0,0
1982,30,,9,9, ,0,0,0,0,1,0,1
1982,30,,9.9,24, ,0,0,0,0,0,0,1
1982,89,,4.4,42, ,0,0,0,0,0,0,0
1982,113,,6,5, ,0,0,0,0,0,0,0
1982,105,,6.2,2639, ,0,0,1,0,0,0,0
1982,79,,1.2,10, ,1,0,0,0,0,0,0
1982,30,,5,6, ,0,0,0,0,0,0,1
1982,86,,7.6,7, ,0,0,0,1,0,0,0
1982,98,,5.6,15, ,0,0,1,0,0,0,0
1982,105,,8.1,407, ,0,0,0,1,0,0,0
1982,135,,7.2,270, ,0,0,0,1,0,0,0
1982,91,,3.2,104, ,1,0,0,0,0,0,0
1982,101,,4.4,25, ,0,0,0,1,0,0,0
1982,82,,8.2,6, ,0,0,0,0,0,0,0
1982,18,,6.7,42, ,0,0,0,0,1,0,1
1982,87,,5.2,41, ,0,0,1,1,0,0,0
1982,93,,5.7,27, ,0,0,0,1,0,0,0
1982,122,,6.8,7076, ,0,0,0,1,0,1,0
1982,30,,8.1,8, ,0,0,0,0,0,0,1
1982,101,,5.4,75, ,0,0,1,0,0,0,0
1982,110,,5,33, ,0,0,0,1,0,0,0
1982,91,,2.5,26, ,0,0,1,0,0,0,0
1982,89,,3.2,69, ,1,0,0,0,0,0,0
1982,107,26000000,6,759, ,0,0,0,1,0,1,0
1982,25,,7.5,30, ,0,0,0,0,0,0,1
1982,85,,6.5,6, ,0,0,1,0,0,1,0
1982,96,,8,7, ,0,0,0,1,0,0,0
1982,90,,7.5,5, ,1,0,0,0,0,0,0
1982,106,,7,5, ,0,0,1,0,0,0,0
1982,83,,5.2,10, ,0,0,1,0,0,0,0
1982,83,,3.1,49, ,0,0,0,1,0,0,0
1982,72,,9,37, ,0,0,0,0,0,0,0
1982,82,,4.8,205, ,0,0,1,0,0,0,0
1982,102,,8.2,12, ,0,0,0,1,0,0,0
1982,92,,5.5,26, ,0,0,1,0,0,0,0
1982,110,,6.2,26, ,0,0,1,0,0,0,0
1982,100,,4.1,403, ,0,0,0,0,0,1,0
1982,85,,5.9,28, ,0,0,0,0,0,0,0
1982,85,800000,3.2,228, ,0,0,0,0,0,0,0
1982,93,,4.6,224, ,0,0,1,0,0,0,0
1982,110,,7.6,112, ,0,0,0,1,0,0,0
1982,88,,5.9,197, ,0,0,0,1,0,0,0
1982,108,,3.3,48, ,0,0,0,1,0,0,0
1982,124,,6,496, ,0,0,0,1,0,0,0
1982,90,,4.5,26, ,0,0,1,0,0,0,0
1982,108,,8.5,10, ,0,0,0,1,0,0,0
1982,88,,2.1,16, ,0,0,1,0,0,0,0
1982,89,,4.4,414, ,0,0,0,0,0,0,0
1982,95,,7.5,9567, ,0,0,0,1,0,0,0
1982,87,,2,23, ,0,0,1,0,0,0,0
1982,98,,4.5,912, ,0,0,1,0,0,1,0
1982,90,,3.7,178, ,0,0,1,0,0,0,0
1982,103,,6.7,14, ,0,0,1,1,0,0,0
1982,80,,4.4,13, ,0,0,0,1,0,0,0
1982,72,,9.5,8, ,0,1,0,0,0,0,0
1982,97,,6.7,36, ,0,0,1,0,0,0,0
1982,86,,5.6,11, ,0,0,0,0,0,0,0
1982,105,,2.3,9, ,0,0,1,0,0,0,0
1982,91,,8.4,21, ,0,0,0,0,1,0,0
1982,114,10700000,7.3,11575, ,0,0,0,0,0,0,0
1982,92,,7.7,56, ,0,0,0,1,0,0,0
1982,129,,6.9,27, ,0,0,1,0,0,0,0
1982,94,4000000,5.4,5483, ,0,0,1,0,0,0,0
1982,80,,5.7,10, ,0,0,0,0,0,0,0
1982,100,,5.6,84, ,0,0,0,0,0,0,0
1982,105,,7.6,36, ,0,0,0,1,0,0,0
1982,79,,3.2,45, ,0,0,1,0,0,0,0
1982,90,,8.1,11, ,0,0,0,0,1,0,0
1982,90,,7.4,5, ,0,0,0,0,0,0,0
1982,107,,4.7,199, ,0,0,1,1,0,0,0
1982,96,,5.8,26, ,0,0,1,1,0,0,0
1982,80,,7.4,7, ,0,0,0,0,0,0,0
1982,118,,8.8,151, ,0,0,0,1,0,0,0
1982,115,,6.5,6, ,0,0,0,1,0,0,0
1982,80,,5,6, ,0,0,0,0,0,0,0
1982,97,,5.3,39, ,0,0,0,1,0,0,0
1982,93,1200000,6,578, ,0,0,0,1,0,0,0
1982,101,,7.5,39, ,0,0,0,0,0,0,0
1982,97,,5.3,6, ,0,0,1,1,0,1,0
1982,105,,6.8,9, ,0,0,0,0,0,0,0
1982,108,,6.4,742, ,0,0,0,1,0,0,0
1982,86,,4,30, ,1,0,1,0,0,0,0
1982,40,,5.7,21, ,0,0,0,0,1,0,1
1982,114,,9.4,5, ,0,0,0,1,0,0,0
1982,117,,5.2,11, ,0,0,0,0,0,0,0
1982,97,,6.1,43, ,1,0,1,0,0,0,0
1982,104,,7.3,51, ,0,0,0,0,0,0,0
1982,75,,2.6,12, ,0,0,0,0,0,0,0
1982,20,,7.5,5, ,0,0,0,0,0,0,1
1982,120,,7.4,1008, ,0,0,0,1,0,0,0
1982,99,,6,67, ,0,0,0,1,0,0,0
1982,78,,2.9,47, ,0,0,0,0,0,0,0
1982,82,,7.1,247, ,0,0,1,0,1,0,0
1982,99,,5.7,9809, ,1,0,0,1,0,0,0
1982,96,,4.1,36, ,0,0,1,0,0,0,0
1982,27,,8.1,47, ,0,0,0,0,0,0,1
1982,90,,4.7,140, ,0,0,0,0,0,0,0
1982,93,,5.2,104, ,1,0,0,1,0,0,0
1982,67,,4.6,7, ,0,0,1,0,0,0,0
1982,105,,4.8,6, ,1,0,1,0,0,0,0
1982,83,,4.8,37, ,1,0,0,1,0,0,0
1982,92,,3.6,58, ,1,0,1,0,0,0,0
1982,100,,3.8,85, ,0,0,1,0,0,0,0
1982,85,,6,8, ,1,0,0,1,0,0,0
1982,160,,6.8,90, ,1,0,1,1,0,0,0
1982,115,,4.2,6, ,0,0,0,1,0,0,0
1982,105,,6.1,298, ,0,0,1,0,0,0,0
1982,100,,7.2,62, ,0,0,0,0,1,0,0
1982,96,,5.6,14, ,0,0,0,0,0,0,0
1982,81,,4.9,12, ,0,0,1,0,0,0,0
1982,88,,5.3,36, ,0,0,0,0,0,0,0
1982,90,,3.8,37, ,0,0,0,1,0,1,0
1982,38,,6,25, ,0,0,0,0,1,0,1
1982,60,,6.5,211, ,0,0,1,0,1,0,0
1982,82,,7.3,4008, ,0,1,0,1,0,0,0
1982,104,,4,156, ,0,0,0,0,0,0,0
1982,104,,7.8,525, ,0,0,0,1,0,0,0
1982,91,,5.2,145, ,0,0,0,0,0,0,0
1982,105,,5,6, ,0,0,1,0,0,0,0
1982,166,,8.5,104, ,1,0,0,1,0,0,0
1982,94,,9,12, ,0,0,0,0,0,0,0
1982,98,,3.9,14, ,1,0,0,0,0,0,0
1982,25,,5.6,8, ,0,0,1,0,0,1,1
1982,124,,6.8,503, ,0,0,0,1,0,0,0
1982,98,,3.1,9, ,0,0,1,0,0,0,0
1982,103,,4.8,321, ,1,0,0,0,0,0,0
1982,120,,5.2,17, ,0,0,0,1,0,0,0
1982,108,,4.7,339, ,0,0,1,1,0,0,0
1982,107,,4.6,172, ,0,0,0,1,0,0,0
1982,101,,8.6,64, ,0,0,0,0,0,0,0
1982,101,,9.6,5, ,0,0,1,1,0,0,0
1982,82,,2.4,113, ,0,0,1,0,0,0,0
1982,80,,4,94, ,0,0,0,0,0,0,0
1982,59,5000,8,5, ,0,0,0,0,1,0,0
1982,93,,5.8,10, ,1,0,0,1,0,0,0
1982,77,250000,4.4,482, ,0,0,0,0,0,0,0
1982,89,,9.3,32, ,0,0,0,1,0,0,0
1982,90,,6.6,53, ,0,0,0,0,0,0,0
1982,89,,6.3,129, ,0,0,0,1,0,0,0
1982,89,,4.6,13, ,0,0,0,1,0,0,0
1982,82,,7.8,40, ,0,0,1,0,0,0,0
1982,26,,7.9,835, ,0,1,0,0,0,0,1
1982,43,,8,11, ,0,0,0,0,0,0,1
1982,91,,6.7,6, ,0,0,0,0,0,0,0
1982,85,,8.2,19, ,0,0,0,0,0,0,0
1982,96,,4.5,153, ,1,0,0,0,0,0,0
1982,97,,5.5,189, ,0,0,1,1,0,0,0
1982,150,,7.5,4002, ,0,0,0,1,0,1,0
1982,83,,3.3,76, ,1,0,0,0,0,0,0
1982,113,,3.8,7, ,0,0,0,1,0,0,0
1982,87,,5.7,36, ,0,0,1,0,0,0,0
1982,103,,5.8,19, ,0,0,1,0,0,0,0
1982,110,,6.3,112, ,0,0,0,1,0,0,0
1982,95,,5.7,56, ,1,0,1,0,0,0,0
1982,100,4300000,4.3,24, ,0,0,1,0,0,0,0
1982,93,,5.7,768, ,0,0,0,0,0,0,0
1982,97,,5.3,14, ,0,0,0,1,0,0,0
1982,121,,6.8,227, ,0,0,0,1,0,0,0
1982,129,,5.6,5, ,0,0,1,0,0,0,0
1982,116,11000000,7.6,16333, PG,1,0,0,0,0,0,0
1982,94,,6.8,165, ,0,0,1,1,0,0,0
1982,93,,5.9,485, ,0,0,0,0,0,0,0
1982,92,,7.9,145, ,0,0,0,0,0,0,0
1982,92,,3.8,80, ,0,0,0,0,0,0,0
1982,102,,6.6,9, ,1,0,0,1,0,0,0
1982,98,,4.9,684, ,0,0,1,1,0,1,0
1982,85,,4.8,159, ,0,0,0,0,0,0,0
1982,80,,6.3,20, ,0,0,0,0,0,0,0
1982,91,3000000,5,1179, ,0,0,0,0,0,0,0
1982,100,,5.1,683, ,1,0,0,0,0,0,0
1982,97,,7.1,125, ,0,0,0,1,0,0,0
1982,79,,6.3,7, ,0,0,1,0,0,0,0
1982,110,,7.8,13, ,0,0,0,1,0,0,0
1982,90,,5.7,174, ,1,0,0,0,0,0,0
1982,80,,3.5,16, ,0,0,1,0,0,0,0
1982,69,,8.8,6, ,0,0,0,0,0,0,0
1982,76,,4.9,8, ,0,0,0,0,0,0,0
1982,78,,5.5,6, ,0,0,0,0,0,0,0
1982,96,,4.5,9, ,1,0,0,0,0,0,0
1982,107,,7.4,5, ,0,0,0,1,0,1,0
1982,136,,6,474, ,0,0,1,1,0,0,0
1982,91,,6.8,1486, ,0,0,0,0,0,0,0
1982,92,,7.5,33, ,0,0,1,0,0,0,0
1982,103,,6.3,262, ,0,0,0,1,0,0,0
1982,86,,7.2,5, ,0,0,1,0,0,1,0
1982,110,,5.5,122, ,0,0,0,1,0,0,0
1982,79,,6.6,6, ,0,0,0,0,0,0,0
1982,86,,4.8,248, ,1,0,1,0,0,0,0
1982,109,10000000,7.8,17071, ,1,0,0,0,0,0,0
1982,90,,5.2,400, ,1,0,1,0,0,0,0
1982,88,,3.8,7, ,0,0,0,1,0,0,0
1982,86,,5.7,45, ,0,0,0,0,0,0,0
1982,83,750000,2.4,170, ,0,0,0,0,0,0,0
1982,91,,4.7,34, ,0,0,0,1,0,0,0
1982,94,,5.1,251, ,1,0,0,0,0,0,0
1982,119,,7.5,13802, ,0,0,1,0,0,1,0
1982,111,,7.8,29, ,0,0,0,1,0,0,0
1982,108,,6.2,102, ,1,0,1,1,0,0,0
1982,90,,6,48, ,0,0,0,1,0,0,0
1982,102,,5.1,1646, ,0,0,1,0,0,0,0
1982,96,,4.4,1103, ,0,0,1,0,0,0,0
1982,95,2000000,4.7,17, ,0,0,0,0,0,0,0
1982,109,,8.4,250, ,0,0,0,1,0,0,0
1982,91,,2.9,39, ,0,0,0,0,0,0,0
1982,86,,4.6,103, ,0,0,0,0,0,0,0
1982,96,17000000,6.4,9084, ,1,0,0,0,0,0,0
1982,89,,4.9,17, ,1,0,0,0,0,0,0
1982,100,,4.3,14, ,0,0,0,0,0,0,0
1982,103,,7,64, ,0,0,0,1,0,0,0
1982,93,,1.8,10, ,0,0,0,0,0,0,0
1982,102,,5.4,19, ,0,0,0,1,0,0,0
1982,94,,6,8, ,0,0,0,0,0,0,0
1982,22,,6.2,17, ,0,0,0,0,0,0,1
1982,151,,8.1,7, ,0,0,0,1,0,0,0
1982,90,,7.4,39, ,0,0,0,1,0,0,0
